All Method Calls (7334)

<org.axiondb.expression.ExpressionIdentifier; getName[]; java.lang.String; org.axiondb.expression.ExpressionIdentifier; getLabel[]; java.lang.String; null; this>
<org.axiondb.Column; getDataType[]; org.axiondb.DataType; org.axiondb.engine.BaseDiskTable; remount[java.io.File, boolean]; void; null; col>
<org.axiondb.Column; getDataType[]; org.axiondb.DataType; org.axiondb.engine.BaseDiskTable; remount[java.io.File, boolean]; void; null; col>
<org.axiondb.types.LOBType; setLobDir[java.io.File]; void; org.axiondb.engine.BaseDiskTable; remount[java.io.File, boolean]; void; null; lob>
<org.axiondb.engine.BaseDiskTable; getLobDir[]; java.io.File; org.axiondb.engine.BaseDiskTable; remount[java.io.File, boolean]; void; null; this>
<org.axiondb.Column; getName[]; java.lang.String; org.axiondb.engine.BaseDiskTable; remount[java.io.File, boolean]; void; null; col>
<java.io.File; exists[]; boolean; org.axiondb.engine.BaseDiskTable; createOrLoadMetaFile[]; void; null; getMetaFile()>
<org.axiondb.engine.BaseDiskTable; getMetaFile[]; java.io.File; org.axiondb.engine.BaseDiskTable; createOrLoadMetaFile[]; void; exists[]; this>
<not found; debug[]; not found; org.axiondb.engine.BaseDiskTable; createOrLoadMetaFile[]; void; null; _log>
<org.axiondb.engine.BaseDiskTable; getMetaFile[]; java.io.File; org.axiondb.engine.BaseDiskTable; createOrLoadMetaFile[]; void; null; this>
<org.axiondb.engine.BaseDiskTable; parseMetaFile[java.io.File]; void; org.axiondb.engine.BaseDiskTable; createOrLoadMetaFile[]; void; null; this>
<org.axiondb.engine.BaseDiskTable; getMetaFile[]; java.io.File; org.axiondb.engine.BaseDiskTable; createOrLoadMetaFile[]; void; null; this>
<not found; debug[]; not found; org.axiondb.engine.BaseDiskTable; createOrLoadMetaFile[]; void; null; _log>
<org.axiondb.engine.BaseDiskTable; getMetaFile[]; java.io.File; org.axiondb.engine.BaseDiskTable; createOrLoadMetaFile[]; void; null; this>
<java.io.File; createNewFile[]; boolean; org.axiondb.engine.BaseDiskTable; createOrLoadMetaFile[]; void; null; getMetaFile()>
<org.axiondb.engine.BaseDiskTable; getMetaFile[]; java.io.File; org.axiondb.engine.BaseDiskTable; createOrLoadMetaFile[]; void; createNewFile[]; this>
<org.axiondb.engine.BaseDiskTable; getMetaFile[]; java.io.File; org.axiondb.engine.BaseDiskTable; createOrLoadMetaFile[]; void; null; this>
<not found; debug[]; not found; org.axiondb.engine.BaseDiskTable; loadIndices[java.io.File]; void; null; _log>
<java.io.File; list[java.io.FilenameFilter]; java.lang.String[]; org.axiondb.engine.BaseDiskTable; loadIndices[java.io.File]; void; null; parentdir>
<java.io.File; isDirectory[]; boolean; java.lang.Object; accept[java.io.File, java.lang.String]; boolean; null; file>
<java.io.File; exists[]; boolean; java.lang.Object; accept[java.io.File, java.lang.String]; boolean; null; idx>
<not found; debug[]; not found; org.axiondb.engine.BaseDiskTable; loadIndices[java.io.File]; void; null; _log>
<java.io.ObjectInputStream; readUTF[]; java.lang.String; org.axiondb.engine.BaseDiskTable; loadIndices[java.io.File]; void; null; in>
<java.io.ObjectInputStream; close[]; void; org.axiondb.engine.BaseDiskTable; loadIndices[java.io.File]; void; null; in>
<java.lang.Class; forName[java.lang.String]; java.lang.Class<?>; org.axiondb.engine.BaseDiskTable; loadIndices[java.io.File]; void; null; Class>
<java.lang.Class; newInstance[]; java.lang.Object; org.axiondb.engine.BaseDiskTable; loadIndices[java.io.File]; void; null; clazz>
<org.axiondb.IndexLoader; loadIndex[org.axiondb.Table, java.io.File]; org.axiondb.Index; org.axiondb.engine.BaseDiskTable; loadIndices[java.io.File]; void; null; loader>
<not found; debug[]; not found; org.axiondb.engine.BaseDiskTable; loadIndices[java.io.File]; void; null; _log>
<org.axiondb.engine.BaseTable; addIndex[org.axiondb.Index]; void; org.axiondb.engine.BaseDiskTable; loadIndices[java.io.File]; void; null; this>
<java.lang.Class; getName[]; java.lang.String; org.axiondb.engine.BaseDiskTable; writeNameToFile[java.io.File, java.lang.Object]; void; null; obj.getClass()>
<java.lang.Object; getClass[]; java.lang.Class<? extends java.lang.Object>; org.axiondb.engine.BaseDiskTable; writeNameToFile[java.io.File, java.lang.Object]; void; getName[]; obj>
<java.io.ObjectOutputStream; writeUTF[java.lang.String]; void; org.axiondb.engine.BaseDiskTable; writeNameToFile[java.io.File, java.lang.Object]; void; null; out>
<java.io.ObjectOutputStream; flush[]; void; org.axiondb.engine.BaseDiskTable; writeNameToFile[java.io.File, java.lang.Object]; void; null; out>
<java.io.ObjectOutputStream; close[]; void; org.axiondb.engine.BaseDiskTable; writeNameToFile[java.io.File, java.lang.Object]; void; null; out>
<java.io.File; exists[]; boolean; org.axiondb.engine.BaseDiskTable; deleteFile[java.io.File]; boolean; null; file>
<java.io.File; isDirectory[]; boolean; org.axiondb.engine.BaseDiskTable; deleteFile[java.io.File]; boolean; null; file>
<java.io.File; listFiles[]; java.io.File[]; org.axiondb.engine.BaseDiskTable; deleteFile[java.io.File]; boolean; null; file>
<org.axiondb.engine.BaseDiskTable; deleteFile[java.io.File]; boolean; org.axiondb.engine.BaseDiskTable; deleteFile[java.io.File]; boolean; null; this>
<java.io.File; delete[]; boolean; org.axiondb.engine.BaseDiskTable; deleteFile[java.io.File]; boolean; null; file>
<java.io.ObjectInputStream; readInt[]; int; org.axiondb.engine.BaseDiskTable; parseMetaFile[java.io.File]; void; null; in>
<org.axiondb.engine.BaseTable; getName[]; java.lang.String; org.axiondb.engine.BaseDiskTable; parseMetaFile[java.io.File]; void; null; this>
<java.io.ObjectInputStream; readInt[]; int; org.axiondb.engine.BaseDiskTable; parseMetaFile[java.io.File]; void; null; in>
<java.io.ObjectInputStream; readUTF[]; java.lang.String; org.axiondb.engine.BaseDiskTable; parseMetaFile[java.io.File]; void; null; in>
<java.io.ObjectInputStream; readUTF[]; java.lang.String; org.axiondb.engine.BaseDiskTable; parseMetaFile[java.io.File]; void; null; in>
<java.lang.Class; forName[java.lang.String]; java.lang.Class<?>; org.axiondb.engine.BaseDiskTable; parseMetaFile[java.io.File]; void; null; Class>
<java.lang.Class; newInstance[]; java.lang.Object; org.axiondb.engine.BaseDiskTable; parseMetaFile[java.io.File]; void; null; clazz>
<org.axiondb.engine.BaseTable; getName[]; java.lang.String; org.axiondb.engine.BaseDiskTable; parseMetaFile[java.io.File]; void; null; this>
<org.axiondb.engine.BaseTable; getName[]; java.lang.String; org.axiondb.engine.BaseDiskTable; parseMetaFile[java.io.File]; void; null; this>
<org.axiondb.engine.BaseTable; getName[]; java.lang.String; org.axiondb.engine.BaseDiskTable; parseMetaFile[java.io.File]; void; null; this>
<org.axiondb.engine.BaseTable; getName[]; java.lang.String; org.axiondb.engine.BaseDiskTable; parseMetaFile[java.io.File]; void; null; this>
<org.axiondb.engine.BaseDiskTable; addColumn[org.axiondb.Column, boolean]; void; org.axiondb.engine.BaseDiskTable; parseMetaFile[java.io.File]; void; null; this>
<org.axiondb.engine.BaseTable; getName[]; java.lang.String; org.axiondb.engine.BaseDiskTable; parseMetaFile[java.io.File]; void; null; this>
<java.io.ObjectInputStream; close[]; void; org.axiondb.engine.BaseDiskTable; parseMetaFile[java.io.File]; void; null; in>
<java.io.ObjectOutputStream; writeInt[int]; void; org.axiondb.engine.BaseDiskTable; writeMetaFile[java.io.File]; void; null; out>
<java.io.ObjectOutputStream; writeInt[int]; void; org.axiondb.engine.BaseDiskTable; writeMetaFile[java.io.File]; void; null; out>
<org.axiondb.engine.BaseTable; getColumnCount[]; int; org.axiondb.engine.BaseDiskTable; writeMetaFile[java.io.File]; void; null; this>
<org.axiondb.engine.BaseTable; getColumnCount[]; int; org.axiondb.engine.BaseDiskTable; writeMetaFile[java.io.File]; void; null; this>
<org.axiondb.engine.BaseTable; getColumn[int]; org.axiondb.Column; org.axiondb.engine.BaseDiskTable; writeMetaFile[java.io.File]; void; null; this>
<java.io.ObjectOutputStream; writeUTF[java.lang.String]; void; org.axiondb.engine.BaseDiskTable; writeMetaFile[java.io.File]; void; null; out>
<org.axiondb.Column; getName[]; java.lang.String; org.axiondb.engine.BaseDiskTable; writeMetaFile[java.io.File]; void; null; col>
<java.io.ObjectOutputStream; writeUTF[java.lang.String]; void; org.axiondb.engine.BaseDiskTable; writeMetaFile[java.io.File]; void; null; out>
<java.lang.Class; getName[]; java.lang.String; org.axiondb.engine.BaseDiskTable; writeMetaFile[java.io.File]; void; null; col.getDataType().getClass()>
<java.lang.Object; getClass[]; java.lang.Class<? extends org.axiondb.DataType>; org.axiondb.engine.BaseDiskTable; writeMetaFile[java.io.File]; void; getName[]; col.getDataType()>
<org.axiondb.Column; getDataType[]; org.axiondb.DataType; org.axiondb.engine.BaseDiskTable; writeMetaFile[java.io.File]; void; getClass[]; col>
<java.io.ObjectOutputStream; flush[]; void; org.axiondb.engine.BaseDiskTable; writeMetaFile[java.io.File]; void; null; out>
<org.axiondb.engine.BaseTable; getName[]; java.lang.String; org.axiondb.engine.BaseDiskTable; writeMetaFile[java.io.File]; void; null; this>
<java.io.ObjectOutputStream; close[]; void; org.axiondb.engine.BaseDiskTable; writeMetaFile[java.io.File]; void; null; out>
<not found; size[]; not found; org.axiondb.engine.BaseDiskTable; writeIntFile[java.lang.String, org.axiondb.engine.IntList]; void; null; list>
<java.io.DataOutputStream; writeInt[int]; void; org.axiondb.engine.BaseDiskTable; writeIntFile[java.lang.String, org.axiondb.engine.IntList]; void; null; out>
<not found; get[]; not found; org.axiondb.engine.BaseDiskTable; writeIntFile[java.lang.String, org.axiondb.engine.IntList]; void; null; list>
<java.io.DataOutputStream; flush[]; void; org.axiondb.engine.BaseDiskTable; writeIntFile[java.lang.String, org.axiondb.engine.IntList]; void; null; out>
<java.io.FilterOutputStream; close[]; void; org.axiondb.engine.BaseDiskTable; writeIntFile[java.lang.String, org.axiondb.engine.IntList]; void; null; out>
<not found; size[]; not found; org.axiondb.engine.BaseDiskTable; writeLongFile[java.lang.String, org.axiondb.engine.LongList]; void; null; list>
<java.io.DataOutputStream; writeLong[long]; void; org.axiondb.engine.BaseDiskTable; writeLongFile[java.lang.String, org.axiondb.engine.LongList]; void; null; out>
<not found; get[]; not found; org.axiondb.engine.BaseDiskTable; writeLongFile[java.lang.String, org.axiondb.engine.LongList]; void; null; list>
<java.io.DataOutputStream; flush[]; void; org.axiondb.engine.BaseDiskTable; writeLongFile[java.lang.String, org.axiondb.engine.LongList]; void; null; out>
<java.io.FilterOutputStream; close[]; void; org.axiondb.engine.BaseDiskTable; writeLongFile[java.lang.String, org.axiondb.engine.LongList]; void; null; out>
<java.io.DataOutputStream; writeLong[long]; void; org.axiondb.engine.BaseDiskTable; appendLongFile[java.lang.String, long]; void; null; out>
<java.io.FilterOutputStream; close[]; void; org.axiondb.engine.BaseDiskTable; appendLongFile[java.lang.String, long]; void; null; out>
<not found; iterator[]; not found; org.axiondb.engine.BaseDiskTable; appendLongFile[java.lang.String, org.axiondb.engine.LongList]; void; null; value>
<not found; hasNext[]; not found; org.axiondb.engine.BaseDiskTable; appendLongFile[java.lang.String, org.axiondb.engine.LongList]; void; null; iter>
<java.io.DataOutputStream; writeLong[long]; void; org.axiondb.engine.BaseDiskTable; appendLongFile[java.lang.String, org.axiondb.engine.LongList]; void; null; out>
<not found; next[]; not found; org.axiondb.engine.BaseDiskTable; appendLongFile[java.lang.String, org.axiondb.engine.LongList]; void; null; iter>
<java.io.FilterOutputStream; close[]; void; org.axiondb.engine.BaseDiskTable; appendLongFile[java.lang.String, org.axiondb.engine.LongList]; void; null; out>
<java.io.File; length[]; long; org.axiondb.engine.BaseDiskTable; parseLongFile[java.io.File]; org.axiondb.engine.LongList; null; file>
<not found; add[]; not found; org.axiondb.engine.BaseDiskTable; parseLongFile[java.io.File]; org.axiondb.engine.LongList; null; list>
<java.io.DataInputStream; readLong[]; long; org.axiondb.engine.BaseDiskTable; parseLongFile[java.io.File]; org.axiondb.engine.LongList; null; in>
<java.io.FilterInputStream; close[]; void; org.axiondb.engine.BaseDiskTable; parseLongFile[java.io.File]; org.axiondb.engine.LongList; null; in>
<java.io.File; length[]; long; org.axiondb.engine.BaseDiskTable; parseIntFile[java.io.File]; org.axiondb.engine.IntList; null; file>
<not found; add[]; not found; org.axiondb.engine.BaseDiskTable; parseIntFile[java.io.File]; org.axiondb.engine.IntList; null; list>
<java.io.DataInputStream; readInt[]; int; org.axiondb.engine.BaseDiskTable; parseIntFile[java.io.File]; org.axiondb.engine.IntList; null; in>
<java.io.FilterInputStream; close[]; void; org.axiondb.engine.BaseDiskTable; parseIntFile[java.io.File]; org.axiondb.engine.IntList; null; in>
<org.axiondb.engine.BaseDiskTable; getRootDir[]; java.io.File; org.axiondb.engine.BaseDiskTable; getMetaFile[]; java.io.File; null; this>
<org.axiondb.engine.BaseTable; getName[]; java.lang.String; org.axiondb.engine.BaseDiskTable; getMetaFile[]; java.io.File; null; this>
<not found; getLog[]; not found; org.axiondb.engine.BaseDiskTable; clearMetaFileReference[]; void; null; LogFactory>
<not found; getLog[]; not found; org.axiondb.engine.BaseDiskTable; clearMetaFileReference[]; void; null; LogFactory>
<not found; isDebugEnabled[]; not found; org.axiondb.engine.DiskSystemTable; DiskSystemTable[java.lang.String, java.io.File]; void; null; _log>
<not found; debug[]; not found; org.axiondb.engine.DiskSystemTable; DiskSystemTable[java.lang.String, java.io.File]; void; null; _log>
<java.io.File; getAbsolutePath[]; java.lang.String; org.axiondb.engine.DiskSystemTable; DiskSystemTable[java.lang.String, java.io.File]; void; null; dir>
<org.axiondb.engine.BaseTable; setType[java.lang.String]; void; org.axiondb.engine.DiskSystemTable; DiskSystemTable[java.lang.String, java.io.File]; void; null; this>
<org.axiondb.event.BaseTableModificationPublisher; addTableModificationListener[org.axiondb.event.TableModificationListener]; void; org.axiondb.engine.DiskSystemTable; DiskSystemTable[java.lang.String, java.io.File]; void; null; this>
<org.axiondb.engine.DiskSystemTable; isDirty[]; boolean; org.axiondb.engine.DiskSystemTable; checkpoint[]; void; null; this>
<org.axiondb.engine.BaseTable; getName[]; java.lang.String; org.axiondb.engine.DiskSystemTable; checkpoint[]; void; null; this>
<not found; isDebugEnabled[]; not found; org.axiondb.engine.DiskSystemTable; checkpoint[]; void; null; _log>
<not found; debug[]; not found; org.axiondb.engine.DiskSystemTable; checkpoint[]; void; null; _log>
<java.io.File; getAbsolutePath[]; java.lang.String; org.axiondb.engine.DiskSystemTable; checkpoint[]; void; null; file>
<org.axiondb.engine.BaseTable; getColumnCount[]; int; org.axiondb.engine.DiskSystemTable; checkpoint[]; void; null; this>
<java.io.PrintWriter; print[java.lang.String]; void; org.axiondb.engine.DiskSystemTable; checkpoint[]; void; null; writer>
<java.io.PrintWriter; print[java.lang.String]; void; org.axiondb.engine.DiskSystemTable; checkpoint[]; void; null; writer>
<org.axiondb.Column; getName[]; java.lang.String; org.axiondb.engine.DiskSystemTable; checkpoint[]; void; null; getColumn(i)>
<org.axiondb.engine.BaseTable; getColumn[int]; org.axiondb.Column; org.axiondb.engine.DiskSystemTable; checkpoint[]; void; getName[]; this>
<java.io.PrintWriter; println[]; void; org.axiondb.engine.DiskSystemTable; checkpoint[]; void; null; writer>
<org.axiondb.engine.MemoryTable; getRowIterator[]; org.axiondb.RowIterator; org.axiondb.engine.DiskSystemTable; checkpoint[]; void; null; this>
<org.axiondb.RowIterator; hasNext[]; boolean; org.axiondb.engine.DiskSystemTable; checkpoint[]; void; null; it>
<org.axiondb.RowIterator; next[]; org.axiondb.Row; org.axiondb.engine.DiskSystemTable; checkpoint[]; void; null; it>
<org.axiondb.engine.BaseTable; getColumnCount[]; int; org.axiondb.engine.DiskSystemTable; checkpoint[]; void; null; this>
<java.io.PrintWriter; print[java.lang.String]; void; org.axiondb.engine.DiskSystemTable; checkpoint[]; void; null; writer>
<org.axiondb.Column; getDataType[]; org.axiondb.DataType; org.axiondb.engine.DiskSystemTable; checkpoint[]; void; null; getColumn(i)>
<org.axiondb.engine.BaseTable; getColumn[int]; org.axiondb.Column; org.axiondb.engine.DiskSystemTable; checkpoint[]; void; getDataType[]; this>
<java.io.PrintWriter; print[java.lang.String]; void; org.axiondb.engine.DiskSystemTable; checkpoint[]; void; null; writer>
<org.axiondb.DataType; toString[java.lang.Object]; java.lang.String; org.axiondb.engine.DiskSystemTable; checkpoint[]; void; null; type>
<org.axiondb.Row; get[int]; java.lang.Object; org.axiondb.engine.DiskSystemTable; checkpoint[]; void; null; cur>
<java.io.PrintWriter; println[]; void; org.axiondb.engine.DiskSystemTable; checkpoint[]; void; null; writer>
<java.io.PrintWriter; flush[]; void; org.axiondb.engine.DiskSystemTable; checkpoint[]; void; null; writer>
<java.io.PrintWriter; close[]; void; org.axiondb.engine.DiskSystemTable; checkpoint[]; void; null; writer>
<java.io.BufferedWriter; close[]; void; org.axiondb.engine.DiskSystemTable; checkpoint[]; void; null; bWriter>
<java.io.OutputStreamWriter; close[]; void; org.axiondb.engine.DiskSystemTable; checkpoint[]; void; null; fWriter>
<org.axiondb.Column; getDataType[]; org.axiondb.DataType; org.axiondb.engine.ArrayIndexFactory; makeNewInstance[java.lang.String, org.axiondb.Column, boolean]; org.axiondb.Index; null; col>
<org.axiondb.Row; size[]; int; org.axiondb.engine.SimpleRow; SimpleRow[org.axiondb.Row]; void; null; that>
<org.axiondb.Row; get[int]; java.lang.Object; org.axiondb.engine.SimpleRow; SimpleRow[org.axiondb.Row]; void; null; that>
<org.axiondb.engine.BaseRow; setIdentifier[int]; void; org.axiondb.engine.SimpleRow; SimpleRow[org.axiondb.Row]; void; null; this>
<org.axiondb.Row; getIdentifier[]; int; org.axiondb.engine.SimpleRow; SimpleRow[org.axiondb.Row]; void; null; that>
<org.axiondb.engine.BaseRow; setIdentifier[int]; void; org.axiondb.engine.SimpleRow; SimpleRow[int, int]; void; null; this>
<java.util.Map; get[java.lang.Object]; java.lang.Object; org.axiondb.engine.BaseDatabase; getIndexFactory[java.lang.String]; org.axiondb.IndexFactory; null; _indexTypes>
<java.lang.String; toUpperCase[]; java.lang.String; org.axiondb.engine.BaseDatabase; getIndexFactory[java.lang.String]; org.axiondb.IndexFactory; null; name>
<java.util.Map; get[java.lang.Object]; java.lang.Object; org.axiondb.engine.BaseDatabase; getTableFactory[java.lang.String]; org.axiondb.TableFactory; null; _tableTypes>
<java.lang.String; toUpperCase[]; java.lang.String; org.axiondb.engine.BaseDatabase; getTableFactory[java.lang.String]; org.axiondb.TableFactory; null; name>
<java.util.Map; get[java.lang.Object]; java.lang.Object; org.axiondb.engine.BaseDatabase; getDataType[java.lang.String]; org.axiondb.DataType; null; _dataTypes>
<java.lang.String; toUpperCase[]; java.lang.String; org.axiondb.engine.BaseDatabase; getDataType[java.lang.String]; org.axiondb.DataType; null; name>
<java.lang.String; toUpperCase[]; java.lang.String; org.axiondb.engine.BaseDatabase; getTable[java.lang.String]; org.axiondb.Table; null; name>
<java.util.Map; get[java.lang.Object]; java.lang.Object; org.axiondb.engine.BaseDatabase; getTable[java.lang.String]; org.axiondb.Table; null; _tables>
<java.util.Map; get[java.lang.Object]; java.lang.Object; org.axiondb.engine.BaseDatabase; getTable[org.axiondb.TableIdentifier]; org.axiondb.Table; null; _tables>
<org.axiondb.TableIdentifier; getTableName[]; java.lang.String; org.axiondb.engine.BaseDatabase; getTable[org.axiondb.TableIdentifier]; org.axiondb.Table; null; table>
<java.lang.String; toUpperCase[]; java.lang.String; org.axiondb.engine.BaseDatabase; dropTable[java.lang.String]; void; null; name>
<java.util.Map; containsKey[java.lang.Object]; boolean; org.axiondb.engine.BaseDatabase; dropTable[java.lang.String]; void; null; _tables>
<java.util.Map; remove[java.lang.Object]; java.lang.Object; org.axiondb.engine.BaseDatabase; dropTable[java.lang.String]; void; null; _tables>
<java.util.List; iterator[]; java.util.Iterator; org.axiondb.engine.BaseDatabase; dropTable[java.lang.String]; void; null; getDatabaseModificationListeners()>
<org.axiondb.engine.BaseDatabase; getDatabaseModificationListeners[]; java.util.List; org.axiondb.engine.BaseDatabase; dropTable[java.lang.String]; void; iterator[]; this>
<java.util.Iterator; hasNext[]; boolean; org.axiondb.engine.BaseDatabase; dropTable[java.lang.String]; void; null; i>
<java.util.Iterator; next[]; java.lang.Object; org.axiondb.engine.BaseDatabase; dropTable[java.lang.String]; void; null; i>
<org.axiondb.event.DatabaseModificationListener; tableDropped[org.axiondb.event.DatabaseModifiedEvent]; void; org.axiondb.engine.BaseDatabase; dropTable[java.lang.String]; void; null; cur>
<org.axiondb.Table; drop[]; void; org.axiondb.engine.BaseDatabase; dropTable[java.lang.String]; void; null; table>
<java.util.List; iterator[]; java.util.Iterator; org.axiondb.engine.BaseDatabase; tableAltered[org.axiondb.Table]; void; null; getDatabaseModificationListeners()>
<org.axiondb.engine.BaseDatabase; getDatabaseModificationListeners[]; java.util.List; org.axiondb.engine.BaseDatabase; tableAltered[org.axiondb.Table]; void; iterator[]; this>
<java.util.Iterator; hasNext[]; boolean; org.axiondb.engine.BaseDatabase; tableAltered[org.axiondb.Table]; void; null; i>
<java.util.Iterator; next[]; java.lang.Object; org.axiondb.engine.BaseDatabase; tableAltered[org.axiondb.Table]; void; null; i>
<org.axiondb.event.DatabaseModificationListener; tableDropped[org.axiondb.event.DatabaseModifiedEvent]; void; org.axiondb.engine.BaseDatabase; tableAltered[org.axiondb.Table]; void; null; cur>
<org.axiondb.event.DatabaseModificationListener; tableAdded[org.axiondb.event.DatabaseModifiedEvent]; void; org.axiondb.engine.BaseDatabase; tableAltered[org.axiondb.Table]; void; null; cur>
<java.lang.String; toUpperCase[]; java.lang.String; org.axiondb.engine.BaseDatabase; addTable[org.axiondb.Table]; void; null; t.getName()>
<org.axiondb.Table; getName[]; java.lang.String; org.axiondb.engine.BaseDatabase; addTable[org.axiondb.Table]; void; toUpperCase[]; t>
<java.util.Map; containsKey[java.lang.Object]; boolean; org.axiondb.engine.BaseDatabase; addTable[org.axiondb.Table]; void; null; _tables>
<org.axiondb.Table; getName[]; java.lang.String; org.axiondb.engine.BaseDatabase; addTable[org.axiondb.Table]; void; null; t>
<java.util.Map; put[java.lang.Object, java.lang.Object]; java.lang.Object; org.axiondb.engine.BaseDatabase; addTable[org.axiondb.Table]; void; null; _tables>
<org.axiondb.Table; addTableModificationListener[org.axiondb.event.TableModificationListener]; void; org.axiondb.engine.BaseDatabase; addTable[org.axiondb.Table]; void; null; t>
<java.util.List; iterator[]; java.util.Iterator; org.axiondb.engine.BaseDatabase; addTable[org.axiondb.Table]; void; null; getDatabaseModificationListeners()>
<org.axiondb.engine.BaseDatabase; getDatabaseModificationListeners[]; java.util.List; org.axiondb.engine.BaseDatabase; addTable[org.axiondb.Table]; void; iterator[]; this>
<java.util.Iterator; hasNext[]; boolean; org.axiondb.engine.BaseDatabase; addTable[org.axiondb.Table]; void; null; i>
<java.util.Iterator; next[]; java.lang.Object; org.axiondb.engine.BaseDatabase; addTable[org.axiondb.Table]; void; null; i>
<org.axiondb.event.DatabaseModificationListener; tableAdded[org.axiondb.event.DatabaseModifiedEvent]; void; org.axiondb.engine.BaseDatabase; addTable[org.axiondb.Table]; void; null; cur>
<java.util.Collection; iterator[]; java.util.Iterator; org.axiondb.engine.BaseDatabase; shutdown[]; void; null; _tables.values()>
<java.util.Map; values[]; java.util.Collection; org.axiondb.engine.BaseDatabase; shutdown[]; void; iterator[]; _tables>
<java.util.Iterator; hasNext[]; boolean; org.axiondb.engine.BaseDatabase; shutdown[]; void; null; tables>
<java.util.Iterator; next[]; java.lang.Object; org.axiondb.engine.BaseDatabase; shutdown[]; void; null; tables>
<org.axiondb.Table; shutdown[]; void; org.axiondb.engine.BaseDatabase; shutdown[]; void; null; table>
<org.axiondb.engine.Databases; forgetDatabase[java.lang.String]; void; org.axiondb.engine.BaseDatabase; shutdown[]; void; null; Databases>
<org.axiondb.engine.BaseDatabase; getName[]; java.lang.String; org.axiondb.engine.BaseDatabase; shutdown[]; void; null; this>
<java.util.Collection; iterator[]; java.util.Iterator; org.axiondb.engine.BaseDatabase; remount[java.io.File]; void; null; _tables.values()>
<java.util.Map; values[]; java.util.Collection; org.axiondb.engine.BaseDatabase; remount[java.io.File]; void; iterator[]; _tables>
<java.util.Iterator; hasNext[]; boolean; org.axiondb.engine.BaseDatabase; remount[java.io.File]; void; null; tables>
<java.util.Iterator; next[]; java.lang.Object; org.axiondb.engine.BaseDatabase; remount[java.io.File]; void; null; tables>
<org.axiondb.Table; remount[java.io.File, boolean]; void; org.axiondb.engine.BaseDatabase; remount[java.io.File]; void; null; table>
<org.axiondb.Table; getName[]; java.lang.String; org.axiondb.engine.BaseDatabase; remount[java.io.File]; void; null; table>
<org.axiondb.FromNode; getLeft[]; java.lang.Object; org.axiondb.engine.BaseDatabase; resolveFromNode[org.axiondb.FromNode, org.axiondb.TableIdentifier[]]; void; null; node>
<org.axiondb.FromNode; getRight[]; java.lang.Object; org.axiondb.engine.BaseDatabase; resolveFromNode[org.axiondb.FromNode, org.axiondb.TableIdentifier[]]; void; null; node>
<org.axiondb.FromNode; getCondition[]; org.axiondb.WhereNode; org.axiondb.engine.BaseDatabase; resolveFromNode[org.axiondb.FromNode, org.axiondb.TableIdentifier[]]; void; null; node>
<org.axiondb.engine.BaseDatabase; resolveWhereNode[org.axiondb.WhereNode, org.axiondb.TableIdentifier[]]; void; org.axiondb.engine.BaseDatabase; resolveFromNode[org.axiondb.FromNode, org.axiondb.TableIdentifier[]]; void; null; this>
<org.axiondb.FromNode; toTableArray[]; org.axiondb.TableIdentifier[]; org.axiondb.engine.BaseDatabase; resolveFromNode[org.axiondb.FromNode, org.axiondb.TableIdentifier[]]; void; null; node>
<org.axiondb.engine.BaseDatabase; resolveFromNode[org.axiondb.FromNode, org.axiondb.TableIdentifier[]]; void; org.axiondb.engine.BaseDatabase; resolveFromNode[org.axiondb.FromNode, org.axiondb.TableIdentifier[]]; void; null; this>
<org.axiondb.FromNode; toTableArray[]; org.axiondb.TableIdentifier[]; org.axiondb.engine.BaseDatabase; resolveFromNode[org.axiondb.FromNode, org.axiondb.TableIdentifier[]]; void; null; childNode>
<org.axiondb.engine.BaseDatabase; resolveFromNode[org.axiondb.FromNode, org.axiondb.TableIdentifier[]]; void; org.axiondb.engine.BaseDatabase; resolveFromNode[org.axiondb.FromNode, org.axiondb.TableIdentifier[]]; void; null; this>
<org.axiondb.FromNode; toTableArray[]; org.axiondb.TableIdentifier[]; org.axiondb.engine.BaseDatabase; resolveFromNode[org.axiondb.FromNode, org.axiondb.TableIdentifier[]]; void; null; childNode>
<org.axiondb.engine.BaseDatabase; resolveWhereNode[org.axiondb.WhereNode, org.axiondb.TableIdentifier[]]; void; org.axiondb.engine.BaseDatabase; resolveWhereNode[org.axiondb.WhereNode, org.axiondb.TableIdentifier[]]; void; null; this>
<org.axiondb.BinaryBranchWhereNode; getLeft[]; org.axiondb.WhereNode; org.axiondb.engine.BaseDatabase; resolveWhereNode[org.axiondb.WhereNode, org.axiondb.TableIdentifier[]]; void; null; branch>
<org.axiondb.engine.BaseDatabase; resolveWhereNode[org.axiondb.WhereNode, org.axiondb.TableIdentifier[]]; void; org.axiondb.engine.BaseDatabase; resolveWhereNode[org.axiondb.WhereNode, org.axiondb.TableIdentifier[]]; void; null; this>
<org.axiondb.BinaryBranchWhereNode; getRight[]; org.axiondb.WhereNode; org.axiondb.engine.BaseDatabase; resolveWhereNode[org.axiondb.WhereNode, org.axiondb.TableIdentifier[]]; void; null; branch>
<org.axiondb.engine.BaseDatabase; resolveWhereNode[org.axiondb.WhereNode, org.axiondb.TableIdentifier[]]; void; org.axiondb.engine.BaseDatabase; resolveWhereNode[org.axiondb.WhereNode, org.axiondb.TableIdentifier[]]; void; null; this>
