All Method Calls (8837)

<java.util.Map; get[java.lang.Object]; java.lang.Object; org.sablecc.sablecc.ResolveProdTransformIds; caseAProd[org.sablecc.sablecc.node.AProd]; void; null; transformIds.astIds.names>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; inASimpleListTerm[org.sablecc.sablecc.node.ASimpleListTerm]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseASimpleListTerm[org.sablecc.sablecc.node.ASimpleListTerm]; void; null; this>
<org.sablecc.sablecc.node.ASimpleListTerm; getSpecifier[]; org.sablecc.sablecc.node.PSpecifier; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseASimpleListTerm[org.sablecc.sablecc.node.ASimpleListTerm]; void; null; node>
<org.sablecc.sablecc.node.Switchable; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseASimpleListTerm[org.sablecc.sablecc.node.ASimpleListTerm]; void; null; node.getSpecifier()>
<org.sablecc.sablecc.node.ASimpleListTerm; getSpecifier[]; org.sablecc.sablecc.node.PSpecifier; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseASimpleListTerm[org.sablecc.sablecc.node.ASimpleListTerm]; void; apply[org.sablecc.sablecc.node.Switch]; node>
<org.sablecc.sablecc.node.ASimpleListTerm; getId[]; org.sablecc.sablecc.node.TId; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseASimpleListTerm[org.sablecc.sablecc.node.ASimpleListTerm]; void; null; node>
<org.sablecc.sablecc.node.TId; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseASimpleListTerm[org.sablecc.sablecc.node.ASimpleListTerm]; void; null; node.getId()>
<org.sablecc.sablecc.node.ASimpleListTerm; getId[]; org.sablecc.sablecc.node.TId; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseASimpleListTerm[org.sablecc.sablecc.node.ASimpleListTerm]; void; apply[org.sablecc.sablecc.node.Switch]; node>
<org.sablecc.sablecc.node.ASimpleListTerm; getSimpleTermTail[]; org.sablecc.sablecc.node.TId; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseASimpleListTerm[org.sablecc.sablecc.node.ASimpleListTerm]; void; null; node>
<org.sablecc.sablecc.node.TId; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseASimpleListTerm[org.sablecc.sablecc.node.ASimpleListTerm]; void; null; node.getSimpleTermTail()>
<org.sablecc.sablecc.node.ASimpleListTerm; getSimpleTermTail[]; org.sablecc.sablecc.node.TId; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseASimpleListTerm[org.sablecc.sablecc.node.ASimpleListTerm]; void; apply[org.sablecc.sablecc.node.Switch]; node>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; outASimpleListTerm[org.sablecc.sablecc.node.ASimpleListTerm]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseASimpleListTerm[org.sablecc.sablecc.node.ASimpleListTerm]; void; null; this>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; defaultIn[org.sablecc.sablecc.node.Node]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; inAProdName[org.sablecc.sablecc.node.AProdName]; void; null; this>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; defaultOut[org.sablecc.sablecc.node.Node]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; outAProdName[org.sablecc.sablecc.node.AProdName]; void; null; this>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; inAProdName[org.sablecc.sablecc.node.AProdName]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAProdName[org.sablecc.sablecc.node.AProdName]; void; null; this>
<org.sablecc.sablecc.node.AProdName; getId[]; org.sablecc.sablecc.node.TId; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAProdName[org.sablecc.sablecc.node.AProdName]; void; null; node>
<org.sablecc.sablecc.node.TId; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAProdName[org.sablecc.sablecc.node.AProdName]; void; null; node.getId()>
<org.sablecc.sablecc.node.AProdName; getId[]; org.sablecc.sablecc.node.TId; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAProdName[org.sablecc.sablecc.node.AProdName]; void; apply[org.sablecc.sablecc.node.Switch]; node>
<org.sablecc.sablecc.node.AProdName; getProdNameTail[]; org.sablecc.sablecc.node.TId; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAProdName[org.sablecc.sablecc.node.AProdName]; void; null; node>
<org.sablecc.sablecc.node.TId; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAProdName[org.sablecc.sablecc.node.AProdName]; void; null; node.getProdNameTail()>
<org.sablecc.sablecc.node.AProdName; getProdNameTail[]; org.sablecc.sablecc.node.TId; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAProdName[org.sablecc.sablecc.node.AProdName]; void; apply[org.sablecc.sablecc.node.Switch]; node>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; outAProdName[org.sablecc.sablecc.node.AProdName]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAProdName[org.sablecc.sablecc.node.AProdName]; void; null; this>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; defaultIn[org.sablecc.sablecc.node.Node]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; inAElem[org.sablecc.sablecc.node.AElem]; void; null; this>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; defaultOut[org.sablecc.sablecc.node.Node]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; outAElem[org.sablecc.sablecc.node.AElem]; void; null; this>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; inAElem[org.sablecc.sablecc.node.AElem]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAElem[org.sablecc.sablecc.node.AElem]; void; null; this>
<org.sablecc.sablecc.node.AElem; getElemName[]; org.sablecc.sablecc.node.TId; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAElem[org.sablecc.sablecc.node.AElem]; void; null; node>
<org.sablecc.sablecc.node.TId; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAElem[org.sablecc.sablecc.node.AElem]; void; null; node.getElemName()>
<org.sablecc.sablecc.node.AElem; getElemName[]; org.sablecc.sablecc.node.TId; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAElem[org.sablecc.sablecc.node.AElem]; void; apply[org.sablecc.sablecc.node.Switch]; node>
<org.sablecc.sablecc.node.AElem; getSpecifier[]; org.sablecc.sablecc.node.PSpecifier; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAElem[org.sablecc.sablecc.node.AElem]; void; null; node>
<org.sablecc.sablecc.node.Switchable; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAElem[org.sablecc.sablecc.node.AElem]; void; null; node.getSpecifier()>
<org.sablecc.sablecc.node.AElem; getSpecifier[]; org.sablecc.sablecc.node.PSpecifier; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAElem[org.sablecc.sablecc.node.AElem]; void; apply[org.sablecc.sablecc.node.Switch]; node>
<org.sablecc.sablecc.node.AElem; getId[]; org.sablecc.sablecc.node.TId; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAElem[org.sablecc.sablecc.node.AElem]; void; null; node>
<org.sablecc.sablecc.node.TId; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAElem[org.sablecc.sablecc.node.AElem]; void; null; node.getId()>
<org.sablecc.sablecc.node.AElem; getId[]; org.sablecc.sablecc.node.TId; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAElem[org.sablecc.sablecc.node.AElem]; void; apply[org.sablecc.sablecc.node.Switch]; node>
<org.sablecc.sablecc.node.AElem; getUnOp[]; org.sablecc.sablecc.node.PUnOp; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAElem[org.sablecc.sablecc.node.AElem]; void; null; node>
<org.sablecc.sablecc.node.Switchable; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAElem[org.sablecc.sablecc.node.AElem]; void; null; node.getUnOp()>
<org.sablecc.sablecc.node.AElem; getUnOp[]; org.sablecc.sablecc.node.PUnOp; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAElem[org.sablecc.sablecc.node.AElem]; void; apply[org.sablecc.sablecc.node.Switch]; node>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; outAElem[org.sablecc.sablecc.node.AElem]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAElem[org.sablecc.sablecc.node.AElem]; void; null; this>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; defaultIn[org.sablecc.sablecc.node.Node]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; inATokenSpecifier[org.sablecc.sablecc.node.ATokenSpecifier]; void; null; this>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; defaultOut[org.sablecc.sablecc.node.Node]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; outATokenSpecifier[org.sablecc.sablecc.node.ATokenSpecifier]; void; null; this>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; inATokenSpecifier[org.sablecc.sablecc.node.ATokenSpecifier]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseATokenSpecifier[org.sablecc.sablecc.node.ATokenSpecifier]; void; null; this>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; outATokenSpecifier[org.sablecc.sablecc.node.ATokenSpecifier]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseATokenSpecifier[org.sablecc.sablecc.node.ATokenSpecifier]; void; null; this>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; defaultIn[org.sablecc.sablecc.node.Node]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; inAProductionSpecifier[org.sablecc.sablecc.node.AProductionSpecifier]; void; null; this>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; defaultOut[org.sablecc.sablecc.node.Node]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; outAProductionSpecifier[org.sablecc.sablecc.node.AProductionSpecifier]; void; null; this>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; inAProductionSpecifier[org.sablecc.sablecc.node.AProductionSpecifier]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAProductionSpecifier[org.sablecc.sablecc.node.AProductionSpecifier]; void; null; this>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; outAProductionSpecifier[org.sablecc.sablecc.node.AProductionSpecifier]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAProductionSpecifier[org.sablecc.sablecc.node.AProductionSpecifier]; void; null; this>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; defaultIn[org.sablecc.sablecc.node.Node]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; inAAst[org.sablecc.sablecc.node.AAst]; void; null; this>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; defaultOut[org.sablecc.sablecc.node.Node]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; outAAst[org.sablecc.sablecc.node.AAst]; void; null; this>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; inAAst[org.sablecc.sablecc.node.AAst]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAAst[org.sablecc.sablecc.node.AAst]; void; null; this>
<java.util.LinkedList; toArray[]; java.lang.Object[]; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAAst[org.sablecc.sablecc.node.AAst]; void; null; node.getProds()>
<org.sablecc.sablecc.node.AAst; getProds[]; java.util.LinkedList; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAAst[org.sablecc.sablecc.node.AAst]; void; toArray[]; node>
<org.sablecc.sablecc.node.Switchable; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAAst[org.sablecc.sablecc.node.AAst]; void; null; ((PAstProd)temp[i])>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; outAAst[org.sablecc.sablecc.node.AAst]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAAst[org.sablecc.sablecc.node.AAst]; void; null; this>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; defaultIn[org.sablecc.sablecc.node.Node]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; inAAstProd[org.sablecc.sablecc.node.AAstProd]; void; null; this>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; defaultOut[org.sablecc.sablecc.node.Node]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; outAAstProd[org.sablecc.sablecc.node.AAstProd]; void; null; this>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; inAAstProd[org.sablecc.sablecc.node.AAstProd]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAAstProd[org.sablecc.sablecc.node.AAstProd]; void; null; this>
<org.sablecc.sablecc.node.AAstProd; getId[]; org.sablecc.sablecc.node.TId; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAAstProd[org.sablecc.sablecc.node.AAstProd]; void; null; node>
<org.sablecc.sablecc.node.TId; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAAstProd[org.sablecc.sablecc.node.AAstProd]; void; null; node.getId()>
<org.sablecc.sablecc.node.AAstProd; getId[]; org.sablecc.sablecc.node.TId; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAAstProd[org.sablecc.sablecc.node.AAstProd]; void; apply[org.sablecc.sablecc.node.Switch]; node>
<java.util.LinkedList; toArray[]; java.lang.Object[]; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAAstProd[org.sablecc.sablecc.node.AAstProd]; void; null; node.getAlts()>
<org.sablecc.sablecc.node.AAstProd; getAlts[]; java.util.LinkedList; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAAstProd[org.sablecc.sablecc.node.AAstProd]; void; toArray[]; node>
<org.sablecc.sablecc.node.Switchable; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAAstProd[org.sablecc.sablecc.node.AAstProd]; void; null; ((PAstAlt)temp[i])>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; outAAstProd[org.sablecc.sablecc.node.AAstProd]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAAstProd[org.sablecc.sablecc.node.AAstProd]; void; null; this>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; defaultIn[org.sablecc.sablecc.node.Node]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; inAAstAlt[org.sablecc.sablecc.node.AAstAlt]; void; null; this>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; defaultOut[org.sablecc.sablecc.node.Node]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; outAAstAlt[org.sablecc.sablecc.node.AAstAlt]; void; null; this>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; inAAstAlt[org.sablecc.sablecc.node.AAstAlt]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAAstAlt[org.sablecc.sablecc.node.AAstAlt]; void; null; this>
<org.sablecc.sablecc.node.AAstAlt; getAltName[]; org.sablecc.sablecc.node.TId; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAAstAlt[org.sablecc.sablecc.node.AAstAlt]; void; null; node>
<org.sablecc.sablecc.node.TId; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAAstAlt[org.sablecc.sablecc.node.AAstAlt]; void; null; node.getAltName()>
<org.sablecc.sablecc.node.AAstAlt; getAltName[]; org.sablecc.sablecc.node.TId; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAAstAlt[org.sablecc.sablecc.node.AAstAlt]; void; apply[org.sablecc.sablecc.node.Switch]; node>
<java.util.LinkedList; toArray[]; java.lang.Object[]; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAAstAlt[org.sablecc.sablecc.node.AAstAlt]; void; null; node.getElems()>
<org.sablecc.sablecc.node.AAstAlt; getElems[]; java.util.LinkedList; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAAstAlt[org.sablecc.sablecc.node.AAstAlt]; void; toArray[]; node>
<org.sablecc.sablecc.node.Switchable; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAAstAlt[org.sablecc.sablecc.node.AAstAlt]; void; null; ((PElem)temp[i])>
<org.sablecc.sablecc.analysis.DepthFirstAdapter; outAAstAlt[org.sablecc.sablecc.node.AAstAlt]; void; org.sablecc.sablecc.analysis.DepthFirstAdapter; caseAAstAlt[org.sablecc.sablecc.node.AAstAlt]; void; null; this>
<org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; defaultIn[org.sablecc.sablecc.node.Node]; void; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; inStart[org.sablecc.sablecc.node.Start]; void; null; this>
<org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; defaultOut[org.sablecc.sablecc.node.Node]; void; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; outStart[org.sablecc.sablecc.node.Start]; void; null; this>
<org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; inStart[org.sablecc.sablecc.node.Start]; void; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseStart[org.sablecc.sablecc.node.Start]; void; null; this>
<org.sablecc.sablecc.node.EOF; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseStart[org.sablecc.sablecc.node.Start]; void; null; node.getEOF()>
<org.sablecc.sablecc.node.Start; getEOF[]; org.sablecc.sablecc.node.EOF; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseStart[org.sablecc.sablecc.node.Start]; void; apply[org.sablecc.sablecc.node.Switch]; node>
<org.sablecc.sablecc.node.Switchable; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseStart[org.sablecc.sablecc.node.Start]; void; null; node.getPGrammar()>
<org.sablecc.sablecc.node.Start; getPGrammar[]; org.sablecc.sablecc.node.PGrammar; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseStart[org.sablecc.sablecc.node.Start]; void; apply[org.sablecc.sablecc.node.Switch]; node>
<org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; outStart[org.sablecc.sablecc.node.Start]; void; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseStart[org.sablecc.sablecc.node.Start]; void; null; this>
<org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; defaultIn[org.sablecc.sablecc.node.Node]; void; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; inAGrammar[org.sablecc.sablecc.node.AGrammar]; void; null; this>
<org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; defaultOut[org.sablecc.sablecc.node.Node]; void; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; outAGrammar[org.sablecc.sablecc.node.AGrammar]; void; null; this>
<org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; inAGrammar[org.sablecc.sablecc.node.AGrammar]; void; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAGrammar[org.sablecc.sablecc.node.AGrammar]; void; null; this>
<org.sablecc.sablecc.node.AGrammar; getAst[]; org.sablecc.sablecc.node.PAst; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAGrammar[org.sablecc.sablecc.node.AGrammar]; void; null; node>
<org.sablecc.sablecc.node.Switchable; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAGrammar[org.sablecc.sablecc.node.AGrammar]; void; null; node.getAst()>
<org.sablecc.sablecc.node.AGrammar; getAst[]; org.sablecc.sablecc.node.PAst; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAGrammar[org.sablecc.sablecc.node.AGrammar]; void; apply[org.sablecc.sablecc.node.Switch]; node>
<org.sablecc.sablecc.node.AGrammar; getProductions[]; org.sablecc.sablecc.node.PProductions; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAGrammar[org.sablecc.sablecc.node.AGrammar]; void; null; node>
<org.sablecc.sablecc.node.Switchable; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAGrammar[org.sablecc.sablecc.node.AGrammar]; void; null; node.getProductions()>
<org.sablecc.sablecc.node.AGrammar; getProductions[]; org.sablecc.sablecc.node.PProductions; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAGrammar[org.sablecc.sablecc.node.AGrammar]; void; apply[org.sablecc.sablecc.node.Switch]; node>
<org.sablecc.sablecc.node.AGrammar; getIgnTokens[]; org.sablecc.sablecc.node.PIgnTokens; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAGrammar[org.sablecc.sablecc.node.AGrammar]; void; null; node>
<org.sablecc.sablecc.node.Switchable; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAGrammar[org.sablecc.sablecc.node.AGrammar]; void; null; node.getIgnTokens()>
<org.sablecc.sablecc.node.AGrammar; getIgnTokens[]; org.sablecc.sablecc.node.PIgnTokens; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAGrammar[org.sablecc.sablecc.node.AGrammar]; void; apply[org.sablecc.sablecc.node.Switch]; node>
<org.sablecc.sablecc.node.AGrammar; getTokens[]; org.sablecc.sablecc.node.PTokens; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAGrammar[org.sablecc.sablecc.node.AGrammar]; void; null; node>
<org.sablecc.sablecc.node.Switchable; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAGrammar[org.sablecc.sablecc.node.AGrammar]; void; null; node.getTokens()>
<org.sablecc.sablecc.node.AGrammar; getTokens[]; org.sablecc.sablecc.node.PTokens; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAGrammar[org.sablecc.sablecc.node.AGrammar]; void; apply[org.sablecc.sablecc.node.Switch]; node>
<org.sablecc.sablecc.node.AGrammar; getStates[]; org.sablecc.sablecc.node.PStates; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAGrammar[org.sablecc.sablecc.node.AGrammar]; void; null; node>
<org.sablecc.sablecc.node.Switchable; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAGrammar[org.sablecc.sablecc.node.AGrammar]; void; null; node.getStates()>
<org.sablecc.sablecc.node.AGrammar; getStates[]; org.sablecc.sablecc.node.PStates; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAGrammar[org.sablecc.sablecc.node.AGrammar]; void; apply[org.sablecc.sablecc.node.Switch]; node>
<org.sablecc.sablecc.node.AGrammar; getHelpers[]; org.sablecc.sablecc.node.PHelpers; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAGrammar[org.sablecc.sablecc.node.AGrammar]; void; null; node>
<org.sablecc.sablecc.node.Switchable; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAGrammar[org.sablecc.sablecc.node.AGrammar]; void; null; node.getHelpers()>
<org.sablecc.sablecc.node.AGrammar; getHelpers[]; org.sablecc.sablecc.node.PHelpers; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAGrammar[org.sablecc.sablecc.node.AGrammar]; void; apply[org.sablecc.sablecc.node.Switch]; node>
<java.util.LinkedList; toArray[]; java.lang.Object[]; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAGrammar[org.sablecc.sablecc.node.AGrammar]; void; null; node.getPackage()>
<org.sablecc.sablecc.node.AGrammar; getPackage[]; java.util.LinkedList; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAGrammar[org.sablecc.sablecc.node.AGrammar]; void; toArray[]; node>
<org.sablecc.sablecc.node.TPkgId; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAGrammar[org.sablecc.sablecc.node.AGrammar]; void; null; ((TPkgId)temp[i])>
<org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; outAGrammar[org.sablecc.sablecc.node.AGrammar]; void; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAGrammar[org.sablecc.sablecc.node.AGrammar]; void; null; this>
<org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; defaultIn[org.sablecc.sablecc.node.Node]; void; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; inAHelpers[org.sablecc.sablecc.node.AHelpers]; void; null; this>
<org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; defaultOut[org.sablecc.sablecc.node.Node]; void; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; outAHelpers[org.sablecc.sablecc.node.AHelpers]; void; null; this>
<org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; inAHelpers[org.sablecc.sablecc.node.AHelpers]; void; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAHelpers[org.sablecc.sablecc.node.AHelpers]; void; null; this>
<java.util.LinkedList; toArray[]; java.lang.Object[]; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAHelpers[org.sablecc.sablecc.node.AHelpers]; void; null; node.getHelperDefs()>
<org.sablecc.sablecc.node.AHelpers; getHelperDefs[]; java.util.LinkedList; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAHelpers[org.sablecc.sablecc.node.AHelpers]; void; toArray[]; node>
<org.sablecc.sablecc.node.Switchable; apply[org.sablecc.sablecc.node.Switch]; void; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAHelpers[org.sablecc.sablecc.node.AHelpers]; void; null; ((PHelperDef)temp[i])>
<org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; outAHelpers[org.sablecc.sablecc.node.AHelpers]; void; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAHelpers[org.sablecc.sablecc.node.AHelpers]; void; null; this>
<org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; defaultIn[org.sablecc.sablecc.node.Node]; void; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; inAHelperDef[org.sablecc.sablecc.node.AHelperDef]; void; null; this>
<org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; defaultOut[org.sablecc.sablecc.node.Node]; void; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; outAHelperDef[org.sablecc.sablecc.node.AHelperDef]; void; null; this>
<org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; inAHelperDef[org.sablecc.sablecc.node.AHelperDef]; void; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAHelperDef[org.sablecc.sablecc.node.AHelperDef]; void; null; this>
<org.sablecc.sablecc.node.AHelperDef; getRegExp[]; org.sablecc.sablecc.node.PRegExp; org.sablecc.sablecc.analysis.ReversedDepthFirstAdapter; caseAHelperDef[org.sablecc.sablecc.node.AHelperDef]; void; null; node>
